Series,Date,Player,Team,Goals,Assists,Turnovers,"Quadball Stops","Beater Stops","Beater Shifts","Average Dodgeballs",Plus/Minus,"Runner Catches","Games Played"
"DET vs NO",2023-08-26,"Amanda Margolis",DET,0,0,2,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Eden Ahern",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Kaegan Maddelein",DET,2,0,3,3,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Nicholas Love",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Ethan Wanous",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Thomas Weir",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Brian Flahie",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Rob Butler",DET,0,1,1,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Dustin Minnick",DET,0,0,0,0,0,3,0.6667,-1,0,1
"DET vs NO",2023-08-26,"Brooke Smiley",DET,0,0,0,0,1,12,1.4167,-3,0,1
"DET vs NO",2023-08-26,"Sarah Maxey",DET,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Gwen Pratt",DET,0,0,0,1,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"George Dering",DET,1,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Jack Levy",DET,0,3,1,2,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Ryan Hsu",DET,0,0,0,0,0,15,1.2667,-4,0,1
"DET vs NO",2023-08-26,"Andrew Mueller",DET,3,0,1,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Rei Brodeur",DET,0,0,0,0,0,16,1.1250,-1,0,1
"DET vs NO",2023-08-26,"Lyndsey Smeyers",DET,0,1,1,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Lukas Marklin",DET,4,0,0,1,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Alex Pucciarelli",NO,0,0,0,0,4,22,1.7273,6,0,1
"DET vs NO",2023-08-26,"Michael Sanders",NO,0,0,0,0,0,4,1.2500,-1,0,1
"DET vs NO",2023-08-26,"Ben Mertens",NO,4,3,2,3,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Veronica Spicer",NO,3,0,1,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Charlton Tramel",NO,4,2,2,1,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Griffin Parr",NO,0,0,0,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Sarah Kneiling",NO,0,0,0,0,0,6,1.3333,-2,0,1
"DET vs NO",2023-08-26,"Carson Running",NO,1,0,1,1,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Josh Mansfield",NO,0,0,0,0,3,24,1.7083,5,0,1
"DET vs NO",2023-08-26,"Sarah Yanofsky",NO,0,0,1,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"Dylan DeLee",NO,0,0,2,0,0,0,NULL,0,0,1
"DET vs NO",2023-08-26,"P.J. Mitchell",NO,2,3,0,3,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Ian Scura",BOS,1,1,3,1,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Serena Monteiro",BOS,0,0,0,0,0,5,1.6000,0,0,1
"KC vs BOS",2023-08-26,"William Richardson",BOS,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Zach Doyle",BOS,1,0,1,1,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Fiona Wisehart",BOS,0,0,0,0,0,1,1.0000,0,0,1
"KC vs BOS",2023-08-26,"Harry Greenhouse",BOS,1,2,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Tyler Beckmann",BOS,1,0,1,0,0,0,NULL,0,1,1
"KC vs BOS",2023-08-26,"Carsen Olazaba",BOS,4,0,2,1,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Gregory Bento",BOS,1,1,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Morgan Bertram",BOS,1,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Emma Polen",BOS,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Andrew Steinberg",BOS,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Leeanne Dillmann",BOS,0,0,0,0,1,9,1.4444,1,0,1
"KC vs BOS",2023-08-26,"Kieran Collier",BOS,0,0,0,0,3,10,1.4000,1,0,1
"KC vs BOS",2023-08-26,"Athena Mayor",BOS,0,0,1,3,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Peter Lawrence",BOS,3,1,3,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Erin McCrady",BOS,0,0,0,0,0,1,1.0000,0,0,1
"KC vs BOS",2023-08-26,"Sierra Delk",BOS,0,1,0,4,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Lulu Xu",BOS,0,0,0,0,2,13,1.7692,6,0,1
"KC vs BOS",2023-08-26,"Max Havlin",BOS,0,0,0,0,4,17,1.7647,6,0,1
"KC vs BOS",2023-08-26,"Stephen Trempel",BOS,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Vincent Reyes",KC,0,0,0,0,1,11,0.9091,-4,0,1
"KC vs BOS",2023-08-26,"Talon Klimek",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Danny Rendon",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Jackson Herdade",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Lauren Curry",KC,0,0,0,0,1,7,0.8571,-1,0,1
"KC vs BOS",2023-08-26,"Sena Morimoto",KC,1,2,7,1,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Keighlyn Johnson",KC,0,0,0,0,0,9,1.0000,-4,0,1
"KC vs BOS",2023-08-26,"Matthew Gulick",KC,1,1,2,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Robbie Wallace",KC,0,0,0,1,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Brian McClannahan",KC,0,0,0,0,0,6,1.3333,-1,0,1
"KC vs BOS",2023-08-26,"Brenna Duncan",KC,0,0,1,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Audrey Shively",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Justin Dewick",KC,0,0,1,0,1,6,0.8333,-2,0,1
"KC vs BOS",2023-08-26,"Miles Himmelmann",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Madeline Namanny",KC,0,0,0,0,1,8,1.1250,-3,0,1
"KC vs BOS",2023-08-26,"Riley Usami",KC,2,2,5,1,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Layla English",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Aaron Stout",KC,1,0,2,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Cori Jobman",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs BOS",2023-08-26,"Dominic Krzmarzick",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Riley Usami",KC,4,3,3,1,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Danny Rendon",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Brian McClannahan",KC,0,0,0,0,0,6,0.8333,-3,0,1
"KC vs MPLS",2023-08-26,"Brenna Duncan",KC,1,0,1,1,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Keighlyn Johnson",KC,0,0,0,0,1,11,1.0000,-1,0,1
"KC vs MPLS",2023-08-26,"Cori Jobman",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Vincent Reyes",KC,0,0,0,0,3,13,1.3077,3,0,1
"KC vs MPLS",2023-08-26,"Justin Dewick",KC,0,0,0,0,0,6,1.5000,-2,0,1
"KC vs MPLS",2023-08-26,"Miles Himmelmann",KC,0,0,1,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Talon Klimek",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Sena Morimoto",KC,1,1,2,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Layla English",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Robbie Wallace",KC,1,0,2,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Madeline Namanny",KC,0,0,0,0,0,5,1.6000,0,0,1
"KC vs MPLS",2023-08-26,"Audrey Shively",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Dominic Krzmarzick",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Matthew Gulick",KC,1,0,2,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Aaron Stout",KC,1,0,3,4,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Lauren Curry",KC,0,0,0,0,0,9,1.3333,-1,0,1
"KC vs MPLS",2023-08-26,"Jackson Herdade",KC,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Terry Carlson",MPLS,1,1,1,2,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Cole Lachmiller",MPLS,3,1,2,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Mike Devine",MPLS,0,0,0,0,0,0,NULL,0,1,1
"KC vs MPLS",2023-08-26,"Nathan Podolsky",MPLS,0,0,0,0,1,6,1.1667,-2,0,1
"KC vs MPLS",2023-08-26,"Meredith McDowell",MPLS,0,0,0,0,0,5,1.2000,1,0,1
"KC vs MPLS",2023-08-26,"Joe Blanchard",MPLS,0,0,0,0,1,5,1.2000,1,0,1
"KC vs MPLS",2023-08-26,"Max Meier",MPLS,2,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Jonah Fuhrman",MPLS,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Alexander Obanor",MPLS,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Cody Narveson",MPLS,0,0,0,0,0,12,1.6667,3,0,1
"KC vs MPLS",2023-08-26,"Emily Sveda",MPLS,0,1,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Matt Bessard",MPLS,0,0,1,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Ben Zimet",MPLS,4,0,0,3,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Anna Nelson",MPLS,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Joe Goulet",MPLS,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Ben Schlueter",MPLS,0,0,0,0,0,7,1.2857,-2,0,1
"KC vs MPLS",2023-08-26,"Gracie Johnson",MPLS,0,0,0,0,2,13,1.6923,3,0,1
"KC vs MPLS",2023-08-26,"Samantha Schwartz",MPLS,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Henry Baer-Benson",MPLS,0,2,1,1,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Jack Sellner",MPLS,0,0,0,0,0,0,NULL,0,0,1
"KC vs MPLS",2023-08-26,"Zeke Majeske",MPLS,1,0,1,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Joe Goldberg",CLT,0,0,0,0,2,11,1.6364,2,0,1
"NO vs CLT",2023-08-26,"Ryan Davis",CLT,4,0,1,1,0,0,NULL,0,1,1
"NO vs CLT",2023-08-26,"Micki Haralson",CLT,0,0,0,0,0,3,1.3333,0,0,1
"NO vs CLT",2023-08-26,"Nicholas Thompson",CLT,1,0,1,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Tyrell Byrd",CLT,0,0,0,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"William Forinash",CLT,0,2,2,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Mohamed-Yahia Monawar",CLT,1,2,2,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Tony Bonadio",CLT,0,0,0,0,0,6,0.8333,-2,0,1
"NO vs CLT",2023-08-26,"Zachary Thompson",CLT,3,3,1,3,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Toby Jenkins",CLT,0,0,0,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Lauren Hirsch",CLT,0,0,0,0,1,7,1.8571,2,0,1
"NO vs CLT",2023-08-26,"Jared Woodard",CLT,1,2,2,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Celine Richard",CLT,0,0,0,0,0,20,1.2000,-2,0,1
"NO vs CLT",2023-08-26,"Jordi Sancho",CLT,0,0,0,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Adelynn Morris",CLT,0,0,1,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Braxton Hale",CLT,0,0,3,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Melissa Ross",CLT,0,0,1,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Allison Slominski",CLT,0,0,1,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Madison Burns",CLT,0,1,0,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Leo Bonilla",CLT,0,0,0,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Kody LaBauve",CLT,0,0,0,0,3,13,1.3846,0,0,1
"NO vs CLT",2023-08-26,"Alex Pucciarelli",NO,0,0,0,0,1,20,1.4500,2,0,1
"NO vs CLT",2023-08-26,"Carson Running",NO,3,1,1,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Dylan DeLee",NO,0,0,2,3,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Sarah Yanofsky",NO,0,0,1,0,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Sarah Kneiling",NO,0,1,0,0,1,10,0.8000,-1,0,1
"NO vs CLT",2023-08-26,"Michael Sanders",NO,0,0,0,0,1,10,0.8000,-1,0,1
"NO vs CLT",2023-08-26,"Griffin Parr",NO,0,0,0,0,0,1,2.0000,0,0,1
"NO vs CLT",2023-08-26,"Veronica Spicer",NO,0,0,1,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Charlton Tramel",NO,4,2,2,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"P.J. Mitchell",NO,2,0,2,1,0,0,NULL,0,0,1
"NO vs CLT",2023-08-26,"Josh Mansfield",NO,0,0,0,0,3,19,1.4211,2,0,1
"NO vs CLT",2023-08-26,"Ben Mertens",NO,2,2,4,0,0,0,NULL,0,0,1
"NYC vs MPLS",2023-08-26,"Zeke Majeske",MPLS,0,0,0,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Anna Nelson",MPLS,0,0,0,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Cody Narveson",MPLS,0,0,0,0,1,22,1.1364,-14,0,2
"NYC vs MPLS",2023-08-26,"Matt Bessard",MPLS,0,0,2,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Ben Schlueter",MPLS,0,0,0,0,1,14,1.0000,-7,0,2
"NYC vs MPLS",2023-08-26,"Jonah Fuhrman",MPLS,0,0,1,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Max Meier",MPLS,0,0,5,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Nathan Podolsky",MPLS,0,0,0,0,0,14,1.0000,-7,0,2
"NYC vs MPLS",2023-08-26,"Ben Zimet",MPLS,0,0,5,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Meredith McDowell",MPLS,0,0,0,0,0,17,1.0588,-12,0,2
"NYC vs MPLS",2023-08-26,"Henry Baer-Benson",MPLS,1,0,3,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Alexander Obanor",MPLS,0,0,0,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Joe Blanchard",MPLS,0,0,0,0,0,14,1.1429,-10,0,2
"NYC vs MPLS",2023-08-26,"Jack Sellner",MPLS,1,0,1,2,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Emily Sveda",MPLS,0,1,3,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Terry Carlson",MPLS,1,0,4,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Mike Devine",MPLS,0,0,0,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Cole Lachmiller",MPLS,1,1,0,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Gracie Johnson",MPLS,0,0,0,0,0,19,1.2105,-12,0,2
"NYC vs MPLS",2023-08-26,"Samantha Schwartz",MPLS,0,0,1,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Joe Goulet",MPLS,0,1,4,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Molly Potter",NYC,0,1,2,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Devin Lee",NYC,0,0,0,1,1,12,1.6667,7,0,2
"NYC vs MPLS",2023-08-26,"Leo Fried",NYC,6,2,1,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Zachary Armantrading",NYC,6,0,2,6,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Tessa Mullins",NYC,0,0,0,0,1,19,1.5263,15,0,2
"NYC vs MPLS",2023-08-26,"Jon Jackson",NYC,10,2,2,10,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Michael Li",NYC,2,7,2,3,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Christian Barnes",NYC,0,0,0,0,0,11,1.4545,4,0,2
"NYC vs MPLS",2023-08-26,"Emily Hickmott",NYC,1,0,1,0,0,6,1.3333,2,0,2
"NYC vs MPLS",2023-08-26,"Tate Kay",NYC,0,0,0,0,3,20,1.5500,16,0,2
"NYC vs MPLS",2023-08-26,"Luis Mendoza",NYC,1,2,1,0,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Jahved Cole",NYC,4,0,1,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Jason Ng",NYC,0,0,0,0,3,10,1.5000,4,0,2
"NYC vs MPLS",2023-08-26,"Eric Pagoada",NYC,1,2,0,0,0,0,NULL,0,1,2
"NYC vs MPLS",2023-08-26,"Mohammed Haggag",NYC,0,0,0,0,0,0,NULL,0,0,1
"NYC vs MPLS",2023-08-26,"Phill Cain",NYC,0,0,0,0,1,9,1.7778,7,0,2
"NYC vs MPLS",2023-08-26,"Vincenzo Cicco",NYC,0,0,0,0,1,9,1.4444,3,0,2
"NYC vs MPLS",2023-08-26,"Lindsay Marella",NYC,0,5,0,2,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Vincent Iannucci",NYC,0,0,0,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Avery Olivar",NYC,0,0,1,1,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Annika Kim",NYC,0,1,0,0,0,0,NULL,0,0,1
"NYC vs MPLS",2023-08-26,"Frank Minson",NYC,4,3,2,2,0,0,NULL,0,0,2
"NYC vs MPLS",2023-08-26,"Christopher Balasa",NYC,0,0,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Savannah Campbell",TOR,1,0,2,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Robert Ali",TOR,0,0,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Michael Wanless",TOR,2,0,6,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Derek Taylor",TOR,0,0,0,0,1,13,1.3846,-4,0,2
"TOR vs WAS",2023-08-26,"Emma Sherwood",TOR,0,0,0,0,0,19,1.5263,-9,0,2
"TOR vs WAS",2023-08-26,"Brittany Kahane",TOR,0,0,0,0,0,15,1.2667,-5,0,2
"TOR vs WAS",2023-08-26,"Noelle Starling",TOR,0,0,1,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Bryan Melchior",TOR,1,3,2,4,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Matthew Bunn",TOR,2,0,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Devin Dutt",TOR,0,0,0,0,1,21,1.5238,-7,0,2
"TOR vs WAS",2023-08-26,"Cory Smithson",TOR,0,0,0,0,4,18,1.5556,-5,1,2
"TOR vs WAS",2023-08-26,"Scott Rousseau",TOR,0,0,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Sinan Keyder",TOR,0,0,1,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Levi Medeiros",TOR,1,0,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Joanne Lam",TOR,0,0,4,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Sarah Dykstra",TOR,1,0,1,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Andrew Kusters",TOR,1,2,6,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Stevie Vindua",TOR,1,2,14,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Christos Kaldis",TOR,1,0,3,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Alexander Scherger",TOR,0,0,0,0,0,18,1.3333,-10,0,2
"TOR vs WAS",2023-08-26,"Julianne Nuetzel",WAS,0,0,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Rachel Heald",WAS,0,3,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Tai-Juan Generette",WAS,2,4,1,2,0,0,NULL,0,1,2
"TOR vs WAS",2023-08-26,"Bryan Mulcahy",WAS,7,1,1,3,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"David Littleton",WAS,3,0,2,3,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Nathan Morton",WAS,0,0,0,0,1,12,1.2500,4,0,2
"TOR vs WAS",2023-08-26,"Dale Farnan",WAS,2,3,0,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Jerrick Knippel",WAS,3,2,1,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Robert Rice",WAS,0,0,0,0,1,10,1.6000,4,0,2
"TOR vs WAS",2023-08-26,"Nicola Gertler",WAS,0,0,0,0,1,12,1.2500,3,0,2
"TOR vs WAS",2023-08-26,"Tyler Trudeau",WAS,5,3,1,1,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Julia Baer",WAS,0,5,0,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Diana Howard",WAS,0,0,0,0,3,19,1.4737,9,0,2
"TOR vs WAS",2023-08-26,"Melissa Smith",WAS,0,0,0,0,0,10,1.7000,4,0,2
"TOR vs WAS",2023-08-26,"Zain Bhalia",WAS,0,1,0,0,2,12,1.6667,6,0,2
"TOR vs WAS",2023-08-26,"Shane McConaghie",WAS,2,3,1,0,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"John Gaffigan",WAS,4,1,4,3,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Colin Bourn",WAS,0,0,0,0,3,18,1.3889,6,0,2
"TOR vs WAS",2023-08-26,"Adrian Koretsky",WAS,0,0,0,0,1,11,1.4545,4,0,2
"TOR vs WAS",2023-08-26,"Riley Starrs",WAS,3,2,0,3,0,0,NULL,0,0,2
"TOR vs WAS",2023-08-26,"Julia Rankin",WAS,0,1,0,2,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Daniel Williams",AUS,0,0,0,0,5,39,1.5128,7,0,2
"AUS vs CHI",2023-08-27,"Kyzer Polzin",AUS,0,0,0,0,0,8,1.3750,0,0,2
"AUS vs CHI",2023-08-27,"Michael Parada",AUS,1,1,0,3,0,0,NULL,0,2,2
"AUS vs CHI",2023-08-27,"Eric Reyes",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Josh Johnson",AUS,8,2,2,6,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Sammy Garza",AUS,1,2,2,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Andrew Axtell",AUS,3,1,2,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Jenna Adams Tracy",AUS,2,1,2,2,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Louis Sanchez",AUS,1,3,1,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Kaci Erwin",AUS,3,1,1,1,0,14,1.3571,-1,0,2
"AUS vs CHI",2023-08-27,"Pierce Wilson",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Augustine Monroe",AUS,5,8,5,4,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Cameron Castilaw",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Kasye Bevers",AUS,0,0,0,0,1,14,1.2857,2,0,2
"AUS vs CHI",2023-08-27,"Mel Kite",AUS,3,0,0,2,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Miguel Esparza",AUS,1,0,2,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Taylor Tracy",AUS,0,0,0,0,0,6,1.5000,2,0,2
"AUS vs CHI",2023-08-27,"Dylan Bottoms",AUS,0,1,1,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Jackson Johnson",AUS,0,0,0,0,4,27,1.6296,4,0,2
"AUS vs CHI",2023-08-27,"Mark McQuage",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Jennifer Bollweg",AUS,0,0,0,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Emma Vasquez",CHI,1,3,3,3,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Grant Himmelmann",CHI,1,0,1,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Matt Melton",CHI,1,0,1,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Nojus Ausra",CHI,0,0,0,0,2,17,1.2941,-4,0,2
"AUS vs CHI",2023-08-27,"Matt Brown",CHI,0,0,0,0,2,27,1.2222,-3,0,2
"AUS vs CHI",2023-08-27,"Ally Manzella",CHI,1,1,2,2,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Dany Yaacoub",CHI,0,0,0,0,2,22,1.1818,-3,0,2
"AUS vs CHI",2023-08-27,"Cole Collins",CHI,1,0,1,1,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Lauren Smith",CHI,0,0,0,0,0,0,NULL,0,0,2
"AUS vs CHI",2023-08-27,"Linnea Schultz",CHI,0,0,0,0,0,2,1.5000,0,0,1
"AUS vs CHI",2023-08-27,"Michael Mrowiec",CHI,0,0,0,0,0,2,1.0000,-2,0,2
"AUS vs CHI",2023-08-27,"Caleb Williams",CHI,0,0,0,0,0,12,0.8333,-5,0,2
